,tier,reward,position
88,1.0,0.016232307503486254,-1.0
89,1.0,0.06009793281555176,-1.0
90,0.0,-0.007627010345458984,-1.0
91,1.0,-0.03873252318589948,-0.6135686
92,1.0,0.004334026879430297,0.45671752
93,3.0,0.007139195820016653,0.55456877
94,1.0,0.0034252007768031945,0.82959247
95,1.0,0.026985221855909458,0.86982
96,1.0,-0.03155635035547277,-0.1350812
97,1.0,-0.004140162462981323,-1.0
98,1.0,0.008846700191497803,-1.0
99,0.0,0.04127782583236694,-1.0
100,1.0,0.047559261322021484,-1.0
101,1.0,-0.027177810668945312,-1.0
102,3.0,0.03414243459701538,-1.0
103,1.0,-0.005887746810913086,-1.0
104,2.0,0.039440155029296875,-1.0
105,1.0,-0.03578329086303711,-1.0
106,1.0,-0.008138643112033606,0.5126893
107,1.0,0.008622280568957308,0.8513975
108,1.0,-0.0001214770936712739,0.7299835
109,1.0,0.020600566953476118,0.30774653
110,1.0,-0.003258895939588058,-0.6375733
111,1.0,0.0199661892477927,-1.0
112,1.0,-0.0032470226287841797,-1.0
113,1.0,0.011292219161987305,-1.0
114,1.0,0.004830360412597656,-1.0
115,1.0,0.005410492420196533,-1.0
116,1.0,-0.0118408203125,-1.0
117,3.0,0.05001097917556763,-1.0
118,2.0,0.0380246639251709,-1.0
119,1.0,-0.01294019806664437,-0.25562918
120,1.0,-0.018583933787866158,1.0
121,3.0,0.016062259674072266,1.0
122,1.0,0.0009806968155317008,0.32856378
123,1.0,-0.005072055950634535,-0.23701648
124,1.0,0.0030070104272166276,-0.41527554
125,3.0,0.006702158100349465,-1.0
126,1.0,-0.031358299194835126,-0.5034532
127,3.0,0.0163077501547626,0.6614342
128,1.0,-8.393737653022981e-05,0.34479523
129,1.0,0.0028600627065316075,1.0
130,1.0,0.023682475090026855,1.0
131,1.0,-0.02164900302886963,1.0
132,3.0,0.07517373561859131,1.0
133,1.0,-0.014670610427856445,1.0
134,1.0,0.027420639991760254,1.0
135,1.0,-0.0016232728958129883,1.0
136,1.0,-0.009582221508026123,1.0
137,1.0,0.07804882526397705,1.0
138,1.0,-0.018171250820159912,1.0
139,1.0,-0.014299009460955858,0.73191667
140,1.0,-0.012801210294185239,0.60502356
141,1.0,0.0047301701158062315,0.97299284
142,1.0,0.01048431838920294,1.0
143,1.0,-0.011298775672912598,1.0
144,1.0,0.013556957244873047,1.0
145,1.0,-0.014949500560760498,1.0
146,1.0,-0.011230672535020858,0.7159026
147,1.0,0.007325959257101999,0.6399418
148,1.0,-0.007784073452768325,0.8063398
149,1.0,0.002495762546445235,1.0
150,1.0,-1.800060272216797e-05,1.0
151,1.0,0.01540994644165039,1.0
152,3.0,0.025111913681030273,1.0
153,3.0,0.007836007396690547,0.7777247
154,1.0,-0.00403634825527277,0.25626963
155,1.0,-0.00621975081909909,-0.47283018
156,1.0,-0.00035836688135759687,-1.0
157,0.0,-0.004871964454650879,-1.0
158,1.0,0.0015526413917541504,-1.0
159,1.0,0.03200685977935791,-1.0
160,1.0,-0.014109253883361816,-1.0
161,1.0,0.021841466426849365,-1.0
162,1.0,0.010917842388153076,-1.0
163,1.0,-0.0027899742126464844,-1.0
164,1.0,-0.006773829460144043,-1.0
165,1.0,0.0025876760482788086,-1.0
166,2.0,0.019983768463134766,-1.0
167,2.0,0.0030832290649414062,-1.0
168,2.0,0.0016065239906311035,-1.0
169,0.0,0.011198222637176514,-1.0
170,3.0,-0.0018466711044311523,-1.0
171,0.0,0.01637047529220581,-1.0
172,2.0,0.046143174171447754,-1.0
173,3.0,-0.025089144706726074,-1.0
174,1.0,0.015225410461425781,-1.0
175,1.0,-0.014091613091295585,-0.76210135
176,2.0,0.015620944494575184,-0.60394555
177,1.0,-0.005856614292056861,-0.84597194
178,1.0,-0.024930962716311456,-1.0
179,1.0,-0.002038717269897461,-1.0
180,1.0,0.01215451955795288,-1.0
181,0.0,0.031011104583740234,-1.0
182,2.0,0.052460432052612305,-1.0
183,2.0,0.007383406162261963,-1.0
184,1.0,-0.028277873992919922,-1.0
185,1.0,0.0398584408685565,-0.33747816
186,1.0,-0.005397696449904288,-0.538372
187,1.0,-0.013953877574216733,0.34713796
188,1.0,-0.0028043747593695656,1.0
189,1.0,-0.006686091423034668,1.0
190,1.0,0.009578108787536621,1.0
191,1.0,0.02271437644958496,1.0
192,2.0,0.026921987533569336,1.0
193,2.0,0.06457841396331787,1.0
194,1.0,0.004941701889038086,1.0
195,1.0,-0.014697730541229248,1.0
196,1.0,-0.0015614032745361328,1.0
197,1.0,0.04175913333892822,1.0
198,1.0,0.007200121879577637,1.0
199,1.0,0.01481695577967912,0.6177526
200,1.0,-0.006444177925146732,0.065636605
201,1.0,-0.002891627479435499,-0.8529158
202,1.0,0.00708607085822166,-1.0
203,1.0,-0.006484866142272949,-1.0
204,1.0,-0.03203713893890381,-1.0
205,1.0,0.00016921758651733398,-1.0
206,1.0,-0.005204677581787109,-1.0
207,1.0,0.02146810293197632,-1.0
208,0.0,0.008934497833251953,-1.0
209,2.0,0.023569226264953613,-1.0
210,0.0,-0.011233806610107422,-1.0
211,2.0,0.05899697542190552,-1.0
212,2.0,0.013014018535614014,-1.0
213,0.0,0.04179692268371582,-1.0
214,2.0,0.07121938467025757,-1.0
215,1.0,-0.037848195410333574,-0.40952334
216,1.0,0.004087338469144441,1.0
217,1.0,0.11883425712585449,1.0
218,1.0,-0.013747036457061768,1.0
219,1.0,0.00130255073599983,0.90166926
220,1.0,-0.033785485855290176,0.13316154
221,1.0,-0.0003371392137978546,-1.0
222,1.0,-0.02090275287628174,-1.0
223,1.0,0.031421780586242676,-1.0
224,1.0,0.019466042518615723,-1.0
225,1.0,-0.023262263894139323,-0.9166848
226,1.0,-0.010314904811856707,-0.36613357
227,1.0,0.0057220220457168125,0.26488245
228,1.0,0.0037987259190970235,-0.3384599
229,1.0,0.0014541510799830348,0.37279764
230,1.0,0.013274671033439489,0.6041258
231,1.0,-0.008181319284439326,1.0
232,1.0,0.059818467358127236,0.37213817
233,1.0,-0.0016174749151147694,-1.0
234,1.0,-0.0009818077087402344,-1.0
235,1.0,0.021582067012786865,-1.0
236,3.0,0.05441319942474365,-1.0
237,3.0,0.006397426128387451,-1.0
238,1.0,-0.0054901838302612305,-1.0
239,1.0,0.003959357738494873,-1.0
240,1.0,0.0025370121002197266,-1.0
241,1.0,0.02835369110107422,-1.0
242,1.0,-0.03194081783294678,-1.0
243,1.0,0.02780890464782715,-1.0
244,1.0,-0.008404731750488281,-1.0
245,1.0,0.03089308738708496,-1.0
246,1.0,0.03946298360824585,-1.0
247,1.0,-0.003702220172272064,-0.9654914
248,1.0,-0.013739914689523403,-0.17695497
249,1.0,-0.008198379386124444,0.6634436
250,1.0,0.006515359661932507,1.0
251,1.0,-0.005170166492462158,1.0
252,1.0,0.013853311538696289,1.0
253,3.0,0.0406947135925293,1.0
254,3.0,-0.008406044955336256,0.9424658
255,1.0,-0.013585648990215304,1.0
256,2.0,-0.015524804592132568,1.0
257,1.0,0.03607380390167236,1.0
258,1.0,0.02397453784942627,1.0
259,0.0,0.019235730171203613,1.0
260,1.0,0.004020214080810547,1.0
261,1.0,0.0023403167724609375,1.0
262,1.0,0.0036198416837578407,0.9923324
263,1.0,-0.003734470246740784,1.0
264,1.0,0.01456761360168457,1.0
265,1.0,-0.01728355884552002,1.0
266,1.0,0.03201758861541748,1.0
267,1.0,0.00896022746746894,0.8304193
268,1.0,-0.0008795145699309614,-0.4017159
269,1.0,0.0007842366477852636,-1.0
270,2.0,0.03466993570327759,-1.0
271,2.0,0.039821624755859375,-1.0
272,Unknown,0.0025737881660461426,-1.0
