,q10,q50,q90,truth,$btc_dom,$fg_index,$high_vol_flag,$momentum_10,$momentum_25,$momentum_5,$realized_vol_6,$relative_volatility_index,OPEN1,RSV1,RSV2,RSV3,VOLUME1,btc_dom_high,btc_dom_low,btc_std_7d,btc_zscore_14d,fg_extreme_fear,fg_extreme_greed,fg_std_7d,fg_zscore_14d,vol_extreme_high,vol_extreme_low,vol_high,vol_low,vol_momentum_scaled,vol_raw,vol_raw_decile,vol_raw_momentum,vol_risk,vol_scaled,vol_regime_low,vol_regime_medium,vol_regime_high,momentum_regime_trending,momentum_regime_ranging,regime_low_vol_trending,regime_low_vol_ranging,regime_high_vol_trending,regime_high_vol_ranging,regime_stability,spread,abs_q50,market_variance,prediction_variance,total_risk,enhanced_info_ratio,info_ratio,potential_gain,potential_loss,prob_up,expected_value,variance_regime_low,variance_regime_medium,variance_regime_high,variance_regime_extreme,signal_thresh_adaptive,effective_info_ratio_threshold,economically_significant_traditional,economically_significant_expected_value,economically_significant_combined,economically_significant,high_quality,tradeable,q50_x_low_variance,q50_x_high_variance,q50_x_extreme_variance,q50_x_trending,spread_x_high_variance,vol_risk_x_abs_q50,enhanced_info_ratio_x_trending,signal_to_variance_ratio,variance_adjusted_signal,signal_rel,signal_tier,kelly_position_size,signal_tanh,side,signal_strength,position_size_suggestion
$realized_vol_6,-0.6441753173554978,0.0911089960939642,0.6951151857953978,0.009836693041613696,0.0700851615900809,-0.036013669391416106,0.33927614448748705,-0.07417097833646233,-0.0987542915821503,-0.03396330936313221,1.0,0.4162040735305301,0.022596341987820907,0.00906548917700859,0.011717115979400493,0.011017859589388264,3.752356155230232e-05,0.1195876459319368,-0.0385841611248414,0.3835609105422417,0.07843795666883946,0.21547853082829949,0.13354467014771876,0.17596870822283067,-0.1031682821083844,0.5381980420317143,-0.2553599433564389,0.5323883689676524,-0.39471044968489283,0.20432182961013273,1.0,0.600253142360003,0.2043218283485317,0.752159084822969,0.5076148448441257,,,,,,,,,,-0.1214646983747865,0.7134436357411409,0.1421809765176268,0.752159084822969,0.636956377967302,0.9629294101325162,-0.35737674653668555,-0.23559162324507613,0.6846654528480163,0.654490789870797,0.00712384786351665,0.09379545183450111,-0.4862074412523454,-0.20282128110059272,0.25520895226144485,0.7336092816797052,0.9486025877548421,0.8048282995217478,-0.09320449477233864,0.19070084678214613,0.1670685933991299,0.19070084678214613,,0.19070084678214613,-0.10646683746827686,0.09746201450697743,0.3197337729039072,,0.2464292909535174,0.641786020316948,,-0.08665133512282794,0.04091313056522523,-0.21910561625824446,-0.1733602645091038,0.00274191692914699,-0.21232335029677588,0.18025101485909967,-0.051818622587862954,0.10717366459611226
$relative_volatility_index,-0.06377189028010745,0.07490548823376932,0.10315828711356156,0.0003376736680900227,0.0033483956234423556,0.019882213291726264,0.7787238175207938,-0.0338917435916393,-0.019822204362267122,-0.026623723311757434,0.4162040735305301,1.0,0.00911953184659519,0.00876608322754807,0.008244202254279959,0.0037957908177672197,-0.0019810256448363223,-0.0017496201780219736,-0.0017448442381615254,-0.00022364372886556227,0.002930403967390284,-0.008379143776050955,0.017434060988572486,-0.011135569944681093,0.006405455934960709,0.400715921444233,-0.3456839813228557,0.4989392789379141,-0.4691719407096267,0.30033907754833605,0.4162040735305302,0.6172623551308906,0.30033907771741564,0.19040644596436296,0.7678636938480898,,,,,,,,,,0.0019946858071609465,0.08884475540052283,0.0049703751732337485,0.19040644596436296,0.05402992123963922,0.3080622280884042,-0.2198773896153669,-0.0708904255456907,0.08747517015660031,0.07923167053911433,0.08945918523716777,0.031932300976096034,-0.3656744948538034,-0.027245562861655647,0.23452998647602183,0.2903585612890447,0.43091618597113573,0.40120026047997986,-0.1054455547649038,0.05846223963726296,0.05048498430810145,0.05846223963726296,,0.05846223963726296,-0.07008082190725766,0.09688507854616848,0.12924981945598388,,0.14847971066819685,0.15951572446503134,,-0.07197057102028113,0.05827524975358248,-0.20128839632568474,-0.17248129441992208,0.007475039679333175,-0.19898917545219322,0.06996808559038623,-0.045769668788925286,0.037249081168232244
OPEN1,-0.0735809442221225,0.5002833230819437,0.055675884506654734,0.01592817056658357,-0.01681945196815171,-0.02258353096970971,0.016222647326771356,-0.441772919509786,-0.28277979665347586,-0.6235081260543199,0.022596341987820907,0.00911953184659519,1.0,-0.34022410288428134,-0.5760774998513603,-0.6207476617689003,-0.0026000906000275535,-0.010304052873981501,0.02161521790165511,0.012683230965999581,-0.043226774230003255,0.011911889698536342,-0.019050745008759477,0.007540412052005309,-0.030268998000827038,0.011131346019786997,-0.0012917393213401664,0.009920284337840191,-0.0037925659582641797,0.045727861452780134,0.022596341987820907,0.008502214545436884,0.045727859870934175,0.014567021683473628,0.01457634357145054,,,,,,,,,,-0.0024310283334002016,0.06891030416088241,0.33522769599643754,0.014567021683473628,0.11502963072525951,0.04248285836671578,0.19029096062649742,0.220465068194677,0.07525404543656045,0.053769969903179164,0.3177561244291545,0.11457932321562415,-0.0014998024395311658,-0.009475044416583108,-0.00013533044512086716,0.01794369733568383,0.01619680410124464,0.014727223616582253,0.11297483113449697,0.11175975145201102,0.148060300573006,0.11175975145201102,,0.11175975145201102,0.09889087027496095,0.2963670124299877,0.346630157655401,,0.008260720630614669,0.1175781502665271,,0.2843162452413847,0.46765672918769086,0.2572088324575499,0.20105573009132408,0.005749046779106443,0.24913429952186722,0.15587048090868286,0.1663106251385901,0.10416248491957225
RSV1,0.013999083448849993,-0.3921102997559742,0.008831232771052633,-0.006808627157455064,0.031248571296555637,0.040434036050292305,0.005891907758938736,0.130905295383108,0.09141744600238981,0.18642841289493292,0.00906548917700859,0.00876608322754807,-0.34022410288428134,1.0,0.8108812218730754,0.6836413875329619,-0.011178143323044513,0.01764445052891319,-0.02224019791468678,0.010182036878587982,0.02235438615106624,-0.01813130669031531,0.02875696484134652,-0.0017202905903349924,0.027641675629311392,0.008020329796650582,-0.0013579015173700083,0.009200499692302038,-0.005142881098791483,-0.0007457255223525667,0.009065489177008593,0.008325064473232177,-0.0007457252027850179,0.005177015129499451,0.0076416445945572025,,,,,,,,,,-0.015881396004161878,-0.0028082673764274766,-0.21469980978179484,0.005177015129499451,-0.008879297558700865,0.004881157037220917,-0.18195803002280553,-0.19752670417238205,0.002518051328505551,-0.0079922360284655,-0.32264467222406723,-0.0473089942539196,-0.011129430713038341,0.0067725990131891085,0.00012779143583843835,0.005770674799061026,0.008707888113186872,0.009816148792851524,-0.12107567468781073,-0.06220003429750287,-0.07989071058408799,-0.06220003429750287,,-0.06220003429750287,-0.21032900612234517,-0.1694825940432954,-0.10371764954116233,,-0.0031257672865650237,-0.029968937632594148,,-0.2098981356262331,-0.3931046720289225,-0.20335702293816235,-0.19939007290553076,-0.0017250549351726214,-0.20722128283390276,-0.089168832328642,-0.1318737007618043,-0.06299669897016025
RSV2,0.016293356582812443,-0.5580013792370823,0.008548264508199226,-0.006156815585717198,0.037128213748872,0.050298255763798684,0.0029163326131329973,0.19870908623285644,0.12205542214742214,0.30216543811755375,0.011717115979400493,0.008244202254279959,-0.5760774998513603,0.8108812218730754,1.0,0.8962333403608349,0.007488459830134588,0.021282349913772564,-0.029202136902257134,0.012286372267817345,0.030142050080792147,-0.019455123508564858,0.03933372815202418,-0.0008490476480777574,0.028626342964947,0.009760831353767945,-0.002875884650908224,0.012804670577220801,-0.008090245139732662,-0.008410962397760124,0.011717115979400493,0.011994359077641459,-0.008410962088039006,0.006594921932065176,0.00825004512643581,,,,,,,,,,-0.017415610320880473,-0.004186240028165909,-0.3355289193943428,0.006594921932065176,-0.014133216599307658,0.005255295817552134,-0.28076241469802354,-0.30504093806128246,-0.0003561576149283046,-0.007650020923442931,-0.45721230821357806,-0.07874003347665137,-0.01361075825941934,0.004802004851096526,0.0033962759215438814,0.008420858831057306,0.01266802232690467,0.013069469178193653,-0.1675939661587663,-0.10334657699151041,-0.13560820248037614,-0.10334657699151041,,-0.10334657699151041,-0.29120415338077116,-0.2434271860785333,-0.1542637080722721,,-0.0009052668032525952,-0.048220335866281924,,-0.3271126786425615,-0.5584032967664442,-0.3179644313362819,-0.2822228080015154,-0.0030713908688896506,-0.3164582714049806,-0.14462103284396916,-0.195172904265307,-0.10455584735585928
RSV3,0.023811382705708404,-0.6143308302096004,0.010276854429000342,-0.005910331188170697,0.04035182321003429,0.05807139212806312,-0.0030572340797747006,0.26294886964024,0.15517073501979411,0.40821161429438535,0.011017859589388264,0.0037957908177672197,-0.6207476617689003,0.6836413875329619,0.8962333403608349,1.0,0.008173059069051102,0.022121923795069734,-0.03365227789528315,0.014209440943267706,0.036276253747556546,-0.02100857452097243,0.0447672150041159,0.0005179807834020548,0.02871528804247262,0.006479211883453743,-0.0034214904960793175,0.011017346992068218,-0.008456826308214292,-0.013672733717555287,0.01101785958938826,0.010919522576336462,-0.013672733382739482,0.007186435336062176,0.003817242831086977,,,,,,,,,,-0.017631753417942334,-0.007293039378753955,-0.37155409159398234,0.007186435336062176,-0.019408510965846254,0.0030777581751663457,-0.30801548547676594,-0.3334052876102874,-0.0015207657191479295,-0.012383799946042376,-0.4979338633188909,-0.08282710579287239,-0.014409688829141093,0.006901801565108503,0.003287926362958392,0.00635683851896594,0.011987945713372892,0.011838925057474716,-0.18617617196804742,-0.11007337472326786,-0.1436765867915794,-0.11007337472326786,,-0.11007337472326786,-0.3153508207822892,-0.27071531831488743,-0.17459470766137952,,-0.0008628518534292303,-0.05344293099143437,,-0.36095299763516564,-0.6143592914614499,-0.35160614626060205,-0.31329728900254045,-0.005207240197293957,-0.3502806328607404,-0.15471108746300896,-0.21375966869525687,-0.11117086224085089
VOLUME1,-0.00199691690826442,0.002604949721727738,0.001001919089279754,-0.000159651004886849,-0.00042027862389566593,0.007220000386193437,-0.003174049174267335,-0.0017086194479307595,-0.0008266180565181724,-0.0038525844976661856,3.752356155230232e-05,-0.0019810256448363223,-0.0026000906000275535,-0.011178143323044513,0.007488459830134588,0.008173059069051102,1.0,0.002268511459405848,-0.0024802723611843584,0.003955869992549433,0.0027593064930830384,-0.001937775776274272,0.008631725399787283,0.0011650353438253016,0.004736759598357679,-0.0020635743386386205,-0.002152731466733019,-0.0038013295542310274,0.00364033023744488,-0.0015083529102062148,3.7523561552302264e-05,-0.0033846370917333876,-0.0015083529068329854,-0.0005216849202823925,-0.001314267029078464,,,,,,,,,,0.0023492502802799258,0.0016001533144467516,-0.0005388075308763032,-0.0005216849202823925,0.00046039641234507764,0.00047854466193940115,-0.002380207674537652,-0.0025722461726369297,0.0009248264745836027,0.002100950628317823,0.0009472116922034616,-0.0011706986349090311,-0.0039367216176125625,0.002451765762216222,0.0030107037024690217,-0.0020044687446085607,0.0009732213425037396,0.00031304479576666817,-0.0013039073338165618,-0.0037668581535677784,-0.0034461283521420713,-0.0037668581535677784,,-0.0037668581535677784,-0.0008981563000446723,0.004912585690875539,-0.0008673074192004416,,0.004337784417807159,-0.00035105566469088986,,-3.972040929243918e-05,0.0028129208640389424,-0.0018923061303055837,-0.0029493724658840323,-0.00010074005748687788,-0.002259300287392147,-0.0036445844135041122,-0.0021155677427236053,-0.003719255904672649
btc_dom_high,-0.13826281343105207,0.05356862667855764,0.1812840405915427,0.011423438391335285,0.7777636839156511,0.06849418267422125,-0.014058801869081412,0.026772470423763187,0.03800126567292948,0.019315906987332966,0.1195876459319368,-0.0017496201780219736,-0.010304052873981501,0.01764445052891319,0.021282349913772564,0.022121923795069734,0.002268511459405848,1.0,-0.22639459073793863,0.1938281597876687,0.006094895584464043,0.02021130841205467,0.24918911900037544,0.07030148948465868,0.009297479859038045,0.003339613868914661,0.0044730900291439155,0.001013838100607113,9.796690496902039e-05,-0.0014346095030674667,0.1195876459319368,0.0007679842771315703,-0.0014346094517238635,0.07297472940283983,-0.0013782069583866514,,,,,,,,,,-0.4378282509033535,0.17014928245272473,0.008814683238844922,0.07297472940283983,0.14218699809463567,0.14824881954607846,-0.10813205259950355,-0.10319691205493332,0.17222320230257987,0.1468228807566406,0.01618286095610931,0.05418634351093141,-0.07794287341050145,-0.009101895086569224,0.032007816801555365,0.09124497626169034,0.11486568738825,0.10843792377184137,0.0014410396310256643,0.07791759786801528,0.06926770333229013,0.07791759786801528,,0.07791759786801528,-0.024718877083993868,0.050152308006187196,0.0618040612972898,,0.05610815318544952,0.07275685958436734,,-0.024828428727718652,0.046288299577201784,-0.054068146663253526,-0.03584107907715464,0.005815659077423019,-0.049843814955940396,0.08220797271708424,0.01655080501397398,0.06839712184088113
btc_dom_low,0.014649144681055663,-0.10044562073908433,-0.08124725854978931,-0.017212368663542667,-0.5682938308771753,-0.32831855736235827,0.0029144861185690365,-0.04222659209633028,-0.05800897390045407,-0.03305160654253088,-0.0385841611248414,-0.0017448442381615254,0.02161521790165511,-0.02224019791468678,-0.029202136902257134,-0.03365227789528315,-0.0024802723611843584,-0.22639459073793863,1.0,-0.1694259439024257,-0.13688332881716755,-0.07242667554346569,-0.10162130450843597,-0.06012152956794928,-0.06887409748440503,0.0013955970250015327,-0.00042187970258492015,0.0045833370387380985,-0.006022239868751125,0.0014855634663051202,-0.038584161124841414,0.00498068330847812,0.0014855635921044484,-0.023654745829268065,-0.010938731722264361,,,,,,,,,,0.18737350800950908,-0.05093298400054891,-0.02925184352051664,-0.023654745829268065,-0.03993187327728044,-0.04684099998134321,0.016204116432014717,0.014413604150960043,-0.06037108493685244,-0.03481414708420635,-0.09735776260974632,-0.05711698935671312,0.004646291035710708,0.02241921555975196,-0.004553739837843964,-0.03763513123190748,-0.033264341473875005,-0.0316048560583465,-0.05137198474593609,-0.07216269796853558,-0.06886491466796058,-0.07216269796853558,,-0.07216269796853558,-0.040580977468028134,-0.05197783440796782,-0.04749029482228913,,-0.01695432414635399,-0.027106294430445543,,-0.01595512122695997,-0.09800279571920802,-0.013365190332998576,-0.04021285697917312,-0.004917210644447958,-0.022383813633617956,-0.09251645919871213,-0.07175483185130041,-0.06971715994460552
btc_std_7d,-0.5203295849542974,0.09754039930637091,0.5292671625265005,-0.0028677422050417964,0.19748085982764021,0.08303111583195638,-0.019346733252570476,-0.007159552940397942,-0.0072321732351905066,-0.004635851187120713,0.3835609105422417,-0.00022364372886556227,0.012683230965999581,0.010182036878587982,0.012286372267817345,0.014209440943267706,0.003955869992549433,0.1938281597876687,-0.1694259439024257,1.0,0.03613998934415639,0.18872007178884073,0.17998118855453288,0.18772243973339806,0.005890098589799103,0.031069869258677073,-0.03835035050362495,0.05002427382946919,-0.05572265194309554,-0.0005498704995122954,0.3835609105422416,0.06553092832697073,-0.0005498711277042984,0.2671512063318543,0.006217488507083797,,,,,,,,,,-0.293341978727504,0.5591974587250286,0.18862621391318798,0.2671512063318543,0.48905894009129447,0.4797915014869879,-0.13018426836896452,-0.128131588970302,0.5359803088340136,0.5136715186470725,0.025085574677310554,0.07474729533100813,-0.23091136978092358,-0.05885460997113663,0.12494656814030791,0.2822325762440851,0.3785382626437477,0.33055744201394993,0.05069392205417914,0.1657758308062999,0.15382352112686135,0.1657758308062999,,0.1657758308062999,-0.01829273963940182,0.0716356520562647,0.1265986799594551,,0.20247394537619107,0.25890867094238607,,0.0962974589261851,0.08212471053896309,0.01938213645961749,0.035509372966097644,0.006811123696274928,0.025654237194599125,0.15963866985817773,0.05853673132422234,0.1387066739265927
btc_zscore_14d,0.0005353334234032324,0.23599057302130516,0.1506849448890576,0.035059545589140054,0.08370940713850487,-0.04216246124837162,0.016097463267661406,0.08357733266285221,0.10821370005174868,0.06296349431084446,0.07843795666883946,0.002930403967390284,-0.043226774230003255,0.02235438615106624,0.030142050080792147,0.036276253747556546,0.0027593064930830384,0.006094895584464043,-0.13688332881716755,0.03613998934415639,1.0,0.09990389325801553,0.04999769732225367,0.06885937761815598,0.0615531071805813,0.05690190723249827,-0.044120832247604075,0.07445593246211533,-0.05841706302437551,0.000779047012878971,0.07843795666883946,0.082760540729569,0.0007790470772433446,0.03277551801299809,0.018904750572384207,,,,,,,,,,0.0408433371789486,0.07963540363635649,0.13111461153820117,0.03277551801299809,0.045046294390271836,0.08423533945215578,0.04709659455817248,0.06287487161517599,0.11940939339884063,0.028512603585072488,0.21831367851751976,0.17595092521214048,-0.05460499184763299,-0.006464764115310041,0.022507780387927397,0.06395635957742336,0.07285997908715766,0.07599428453041643,0.13189167274266547,0.23513452430004433,0.2341310176923484,0.23513452430004433,,0.23513452430004433,0.10712403623540988,0.10805778697926795,0.09944763182854377,,0.020248923701011345,0.05135003886681599,,0.10702837344381787,0.230298865027743,0.09146080019974787,0.11814972758940241,0.010937372877385757,0.10359532599451025,0.2774777388214196,0.20500203768311395,0.23285328215114065
fg_extreme_fear,-0.28522891688839475,0.0011268615891859928,0.2842897228186939,-0.0027352218023721604,-0.010207711864600648,-0.4831052612697991,-0.009763584748502661,-0.035129121714375565,-0.09806169742124149,-0.01640318367976268,0.21547853082829949,-0.008379143776050955,0.011911889698536342,-0.01813130669031531,-0.019455123508564858,-0.02100857452097243,-0.001937775776274272,0.02021130841205467,-0.07242667554346569,0.18872007178884073,0.09990389325801553,1.0,-0.07939422513099136,-0.05932079248273023,-0.1751946936646484,0.036377905526197664,-0.007173400823262593,0.0227784409882771,-0.01989202843792004,-0.00170917098137587,0.21547853082829949,0.02506675811382941,-0.0017091711912688916,0.1355332244107442,-0.0022984352849055845,,,,,,,,,,-0.177198557927825,0.30343841929046816,0.014827449200012395,0.1355332244107442,0.25164798567991914,0.2645084275117053,-0.12722049504032107,-0.12997273256889433,0.2840164640561228,0.28580290016193516,-0.027799628912117003,0.011871770456543616,-0.1298183475394914,-0.039520413782984966,0.06827590839381148,0.17180022970447184,0.21323721654420644,0.1960914470275684,-0.027589742742243545,0.04738494815845821,0.03641708983063952,0.04738494815845821,,0.04738494815845821,-0.026964039405083757,0.01810729880193624,0.042162458730627995,,0.112344924639644,0.10813001546075889,,-0.030434505543218908,-0.005658636874165851,-0.06570454411578852,-0.053255262952851594,-0.002519408149551691,-0.06378911598185878,0.03998084227085539,-0.031156737115796054,0.030797302574314962
fg_extreme_greed,-0.19718850326973708,0.07243330230998296,0.24024901443313446,0.013495675581479363,0.24649895039956707,0.4687570446272291,-0.00774830136406539,0.05270692493843425,0.10278328675543942,0.034545856245679255,0.13354467014771876,0.017434060988572486,-0.019050745008759477,0.02875696484134652,0.03933372815202418,0.0447672150041159,0.008631725399787283,0.24918911900037544,-0.10162130450843597,0.17998118855453288,0.04999769732225367,-0.07939422513099136,1.0,-0.09595608283212176,0.11518088743221998,0.024303269640406595,-0.020589278613331274,0.019717091395797713,-0.02086095244934802,0.0017264773904829306,0.13354467014771876,0.027906868038027537,0.001726477337055623,0.05329566483617693,0.0268772576418362,,,,,,,,,,-0.06157756878724353,0.23296063625279395,0.0801057736674384,0.05329566483617693,0.1684473589966215,0.1792260251739594,-0.0719958347991519,-0.07626891423179374,0.2258961208548108,0.21128752768770082,0.014363239813943466,0.044648022093350226,-0.12665948245269743,-0.0009005480063351917,0.0732130770791148,0.09732778334870863,0.13947046355282863,0.1364312115040129,0.01397288552965414,0.08606627288515159,0.0838085011122149,0.08606627288515159,,0.08606627288515159,-0.021846922258475805,0.05653138842799028,0.0915820932898136,,0.10171089904609217,0.0685029347076511,,0.04517382106719719,0.06123895823748859,0.0009900964558855526,0.01037176590104439,-0.0004512605762972554,0.0034283495710305156,0.08984445676115103,0.029369639082637133,0.07934393499420729
fg_std_7d,-0.24609259757902166,0.03813142741844773,0.22772466742373348,-0.003351399499973811,0.11128235222803333,-0.03460256318844262,-0.011418739863322785,-0.012459448659419704,-0.026884697167538035,-0.008220157929823267,0.17596870822283067,-0.011135569944681093,0.007540412052005309,-0.0017202905903349924,-0.0008490476480777574,0.0005179807834020548,0.0011650353438253016,0.07030148948465868,-0.06012152956794928,0.18772243973339806,0.06885937761815598,-0.05932079248273023,-0.09595608283212176,1.0,-0.10690483364296584,0.03080170116906806,-0.0354415798283662,0.04043104477519414,-0.045002395242465174,-0.004773269595208155,0.17596870822283073,0.05365622010260871,-0.004773269804796604,0.08025008175358286,-0.01281649545513758,,,,,,,,,,-0.15658523026210994,0.25249117870705395,0.12846057368633057,0.08025008175358286,0.15452279299023036,0.2180678444321094,-0.08567368398781515,-0.08161956612547494,0.2441491398401332,0.2297070083957095,-0.009742019191003683,0.03737139394554185,-0.1731823104038515,0.012413591157571513,0.08900523317750797,0.12559466621628504,0.18559298472602836,0.18070063151486618,0.053770030754653045,0.07169137301333324,0.06538120209681991,0.07169137301333324,,0.07169137301333324,-0.0264790754892251,0.03644544727681409,0.05597397526006961,,0.1185343154203499,0.07921381427817382,,0.0952672229072767,0.033128748164414,0.032851169971198906,0.03502695323946649,-0.0009831419965280316,0.036393096007785536,0.05772244692637848,0.03367993750486208,0.06618647127036681
fg_zscore_14d,0.1628963158150038,0.039043940039154526,-0.12582982869841763,0.013891448545121357,0.036389482316904476,0.2779413210710148,0.0003978324422648536,0.1013945505450633,0.2689578799457632,0.05531907333045484,-0.1031682821083844,0.006405455934960709,-0.030268998000827038,0.027641675629311392,0.028626342964947,0.02871528804247262,0.004736759598357679,0.009297479859038045,-0.06887409748440503,0.005890098589799103,0.0615531071805813,-0.1751946936646484,0.11518088743221998,-0.10690483364296584,1.0,-0.025271493427939214,0.014666875958386123,-0.0326183402411584,0.021855104695245313,0.002813938786837988,-0.10316828210838443,-0.034546450255069104,0.002813938774496026,-0.06837254519951763,0.005235480278873633,,,,,,,,,,-0.007888360646854798,-0.1539206620726436,0.006557537929681329,-0.06837254519951763,-0.14210670171511755,-0.12837068571706572,0.051235820699744555,0.06986411630500555,-0.12762417011777208,-0.16201071950092075,0.06709650215104485,0.048750524964749464,0.017505066046172933,0.06681410787831912,-0.029183079681350976,-0.09693277385561688,-0.09670513319173624,-0.0840435565838798,0.03919899099816366,0.050173197457143694,0.055785425241607074,0.050173197457143694,,0.050173197457143694,0.015116006638315313,0.008219846488350412,-0.012036710064692886,,-0.06168554589255021,-0.05304486833852283,,0.03486516759111157,0.04206768015091977,0.04282070080033052,0.04607508750950783,0.0004977780836123412,0.04554466245843312,0.05895004557831757,0.07789585474725481,0.06047090082960899
vol_extreme_high,-0.15697181847761807,0.06624280155403793,0.2118708443633737,0.0011244325453850946,0.004673027029455175,-0.0007648089363397756,0.38439943646196295,-0.029852969841745694,-0.041738693486930135,-0.017983945886778367,0.5381980420317143,0.400715921444233,0.011131346019786997,0.008020329796650582,0.009760831353767945,0.006479211883453743,-0.0020635743386386205,0.003339613868914661,0.0013955970250015327,0.031069869258677073,0.05690190723249827,0.036377905526197664,0.024303269640406595,0.03080170116906806,-0.025271493427939214,1.0,-0.1228532839247302,0.5253675693369683,-0.23424096400153077,0.1775073705969632,0.5381980420317143,0.5342094177166548,0.1775073702325514,0.304453310530714,0.4855852115148994,,,,,,,,,,-0.00445414902492209,0.1963852523773774,0.05371336885281059,0.304453310530714,0.17302362679515615,0.4510392495567082,-0.1828274255652526,-0.042798179770380855,0.2003787129580577,0.16784976159314682,0.06463048524622562,0.07091507673276688,-0.22466303210371083,-0.21465436968083307,0.14701677378171882,0.49767466950686057,0.5173137183562462,0.49580793965550035,-0.06887608652446564,0.12679210125080514,0.11343960936694689,0.12679210125080514,,0.12679210125080514,-0.05125648630296161,0.07641421051203459,0.23402405780118463,,0.06642377332282079,0.261757100190581,,-0.08767266773835306,0.03189590622433453,-0.15154810408597144,-0.12131335443301947,0.01012309101958027,-0.14733646732603206,0.12926835559386313,-0.025872091583476645,0.08466342064611876
vol_extreme_low,0.11371588330806946,-0.06651296629729318,-0.15364406972525885,-0.0036606499942501217,0.0026525266800303967,-0.010252126284185986,-0.188116008805659,0.015625317311077892,0.021626034412676767,-0.00034636204959781534,-0.2553599433564389,-0.3456839813228557,-0.0012917393213401664,-0.0013579015173700083,-0.002875884650908224,-0.0034214904960793175,-0.002152731466733019,0.0044730900291439155,-0.00042187970258492015,-0.03835035050362495,-0.044120832247604075,-0.007173400823262593,-0.020589278613331274,-0.0354415798283662,0.014666875958386123,-0.1228532839247302,1.0,-0.2338425344369407,0.5244739512083237,-0.09156975055263734,-0.25535994335643886,-0.5389264894080464,-0.09156975050783189,-0.08095811112502688,-0.3852521534887979,,,,,,,,,,-0.01456232568974206,-0.14235184369514017,-0.05479672178533079,-0.08095811112502688,-0.08485374468336375,-0.21011689302153136,0.16525934898854266,0.0662191259733253,-0.13792084834129018,-0.12923693460737795,-0.06577494931427856,-0.0322051538141747,0.4031288551751539,-0.1716868838903212,-0.16207174523792808,-0.11933447862212167,-0.27816642263006425,-0.285523192460311,0.07769991519991329,-0.058410916589160866,-0.055352216935347955,-0.058410916589160866,,-0.058410916589160866,0.04795202023124918,-0.061969489680382184,-0.05163446871087311,,-0.14135752604318794,-0.06910598678332844,,-0.02594260706603392,-0.06200007458192168,0.10214871218551042,0.09933129067719745,-0.0016058539153750685,0.10587800239335791,-0.07132095834362329,0.016435419764564783,-0.05209449134821944
vol_high,-0.1768959287303221,0.09190354473096737,0.23759015171526313,0.002235796076611917,0.0044205195061648725,0.0077235444652950834,0.4645371106387518,-0.03240997086368936,-0.04579260807536579,-0.013549659232031643,0.5323883689676524,0.4989392789379141,0.009920284337840191,0.009200499692302038,0.012804670577220801,0.011017346992068218,-0.0038013295542310274,0.001013838100607113,0.0045833370387380985,0.05002427382946919,0.07445593246211533,0.0227784409882771,0.019717091395797713,0.04043104477519414,-0.0326183402411584,0.5253675693369683,-0.2338425344369407,1.0,-0.4458611031075942,0.15961511094714032,0.5323883689676523,0.7983635108797326,0.15961511081321691,0.2398831169856876,0.6357384416887608,,,,,,,,,,-0.0013706379141098515,0.22068986792162615,0.0697932149902753,0.2398831169856876,0.17296522731356562,0.43981502391339683,-0.228739131347163,-0.06655234681534557,0.22077481533442905,0.19316190527002852,0.07453117704268318,0.068931678794005,-0.3897507033047583,-0.14998134938106328,0.3340480380411587,0.3948665097908608,0.5508143303921469,0.494294213133291,-0.09064398983690901,0.14261124790665572,0.12924561080474978,0.14261124790665572,,0.14261124790665572,-0.08851688912799976,0.14469189670439517,0.18335561448014936,,0.23245192251647046,0.20546987058508326,,-0.03547780252898185,0.06908024524233519,-0.18269862819683427,-0.15414013863078888,0.0043038154991391474,-0.1798008884570872,0.1488094659994475,-0.016198846446547704,0.11541338105830956
vol_low,0.1460015882444838,-0.0878432240192525,-0.18285407603695325,0.0015399013075910002,-0.0011611794630390414,-0.010377352952991104,-0.32906712849873215,0.02282866395403071,0.032442135718780234,0.005360964278246853,-0.39471044968489283,-0.4691719407096267,-0.0037925659582641797,-0.005142881098791483,-0.008090245139732662,-0.008456826308214292,0.00364033023744488,9.796690496902039e-05,-0.006022239868751125,-0.05572265194309554,-0.05841706302437551,-0.01989202843792004,-0.02086095244934802,-0.045002395242465174,0.021855104695245313,-0.23424096400153077,0.5244739512083237,-0.4458611031075942,1.0,-0.1236462174350642,-0.39471044968489283,-0.8031023748201175,-0.12364621744484312,-0.1409852960989817,-0.5660185272340708,,,,,,,,,,-0.006670485674695086,-0.17512378655416472,-0.07317003763979334,-0.1409852960989817,-0.11731016204885662,-0.31355112020908515,0.20741054997419425,0.06311795342012083,-0.1722830116636204,-0.1562885579097995,-0.07522155365385562,-0.047862423567880966,0.5147616463217517,-0.12572246037527376,-0.269384987657054,-0.2218290837480662,-0.43069056142338497,-0.41881954661989446,0.09213225957452453,-0.09780112409173791,-0.08848997228997389,-0.09780112409173791,,-0.09780112409173791,0.09152672601704204,-0.10435262728793596,-0.09792361987541547,,-0.21639771996491736,-0.12061682814328674,,-0.017876122657130587,-0.07788313981525166,0.15533518463158782,0.13903440329770517,-0.004190297559641236,0.15647667664578893,-0.10337410972986678,0.020358417135814412,-0.08547283888375123
