,q10,q50,q90,truth,$btc_dom,$fg_index,$high_vol_flag,$momentum_10,$momentum_25,$momentum_5,$realized_vol_6,$relative_volatility_index,OPEN1,RSV1,RSV2,RSV3,VOLUME1,btc_std_7d,btc_zscore_14d,fg_std_7d,fg_zscore_14d,vol_momentum_scaled,vol_raw,vol_raw_decile,vol_raw_momentum,vol_risk,vol_scaled,prob_up,vol_regime_low,vol_regime_medium,vol_regime_high,momentum_regime_trending,momentum_regime_ranging,regime_low_vol_trending,regime_low_vol_ranging,regime_high_vol_trending,regime_high_vol_ranging,regime_stability,spread,abs_q50,market_variance,prediction_variance,total_risk,enhanced_info_ratio,info_ratio,potential_gain,potential_loss,expected_value,variance_regime_low,variance_regime_medium,variance_regime_high,variance_regime_extreme,signal_thresh_adaptive,effective_info_ratio_threshold,economically_significant_traditional,economically_significant_expected_value,economically_significant_combined,economically_significant,high_quality,tradeable,q50_x_low_variance,q50_x_high_variance,q50_x_extreme_variance,q50_x_trending,spread_x_high_variance,vol_risk_x_abs_q50,enhanced_info_ratio_x_trending,signal_to_variance_ratio,variance_adjusted_signal,signal_tier,kelly_position_size,side,signal_strength,position_size_suggestion
$realized_vol_6,-0.6370058954219789,0.0911089960939642,0.6951151987370802,0.009836693041613696,0.0700851615900809,-0.036013669391416106,0.33927614448748705,-0.07417097833646233,-0.0987542915821503,-0.03396330936313221,1.0,0.4162040735305301,0.022596341987820907,0.00906548917700859,0.011717115979400493,0.011017859589388264,3.752356155230232e-05,0.3835609105422417,0.07843795666883946,0.17596870822283067,-0.1031682821083844,0.20432182961013273,1.0,0.600253142360003,0.2043218283485317,0.752159084822969,0.5076148448441257,0.006671260389964519,,,,,,,,,,-0.1214646983747865,0.7116190592274145,0.1421809765176268,0.752159084822969,0.6274071915451557,0.9623415392003645,-0.35713092589992723,-0.23456326678986195,0.683570342490713,0.6478889432084307,0.09158177987364857,-0.4862074412523454,-0.20282128110059272,0.25520895226144485,0.7336092816797052,0.9486025877548421,0.8048282995217478,-0.09320449477233864,0.1893393751970102,0.16661064210030388,0.1893393751970102,,0.1893393751970102,-0.10646683746827686,0.09746201450697743,0.3197337729039072,,0.24632413761809446,0.641786020316948,,-0.08665133512282794,0.04091313056522523,-0.1733602645091038,-0.08548620181694647,0.179472816161963,-0.052438355694694704,0.10629021998395614
$relative_volatility_index,-0.06310356003906398,0.07490548823376932,0.10315831831047895,0.0003376736680900227,0.0033483956234423556,0.019882213291726264,0.7787238175207938,-0.0338917435916393,-0.019822204362267122,-0.026623723311757434,0.4162040735305301,1.0,0.00911953184659519,0.00876608322754807,0.008244202254279959,0.0037957908177672197,-0.0019810256448363223,-0.00022364372886556227,0.002930403967390284,-0.011135569944681093,0.006405455934960709,0.30033907754833605,0.4162040735305302,0.6172623551308906,0.30033907771741564,0.19040644596436296,0.7678636938480898,0.08882100918306489,,,,,,,,,,0.0019946858071609465,0.0886167499324655,0.0049703751732337485,0.19040644596436296,0.05321021361383401,0.3078675686678457,-0.21972468505677764,-0.07022461452851908,0.087961753400442,0.0777946631207777,0.03293090604560951,-0.3656744948538034,-0.027245562861655647,0.23452998647602183,0.2903585612890447,0.43091618597113573,0.40120026047997986,-0.1054455547649038,0.05802645095922611,0.05008299255821491,0.05802645095922611,,0.05802645095922611,-0.07008082190725766,0.09688507854616848,0.12924981945598388,,0.14858400748846706,0.15951572446503134,,-0.07197057102028113,0.05827524975358248,-0.17248129441992208,-0.06974169690269068,0.06930874392373439,-0.04763784157866403,0.036623141233325454
OPEN1,-0.07209102991118715,0.5002833230819437,0.05567587903337789,0.01592817056658357,-0.01681945196815171,-0.02258353096970971,0.016222647326771356,-0.441772919509786,-0.28277979665347586,-0.6235081260543199,0.022596341987820907,0.00911953184659519,1.0,-0.34022410288428134,-0.5760774998513603,-0.6207476617689003,-0.0026000906000275535,0.012683230965999581,-0.043226774230003255,0.007540412052005309,-0.030268998000827038,0.045727861452780134,0.022596341987820907,0.008502214545436884,0.045727859870934175,0.014567021683473628,0.01457634357145054,0.3125703485916787,,,,,,,,,,-0.0024310283334002016,0.06838737687303703,0.33522769599643754,0.014567021683473628,0.11485182462999036,0.04248820744863635,0.19043522012925326,0.2210900910006943,0.07422959092690952,0.053510890410056584,0.10994864045572059,-0.0014998024395311658,-0.009475044416583108,-0.00013533044512086716,0.01794369733568383,0.01619680410124464,0.014727223616582253,0.11297483113449697,0.11476285534681052,0.15141709494057096,0.11476285534681052,,0.11476285534681052,0.09889087027496095,0.2963670124299877,0.346630157655401,,0.007967751433199723,0.1175781502665271,,0.2843162452413847,0.46765672918769086,0.20105573009132408,0.11198845585706278,0.15889498075229452,0.16617148072364926,0.10610574718524511
RSV1,0.012022824816593326,-0.3921102997559742,0.008831236499047247,-0.006808627157455064,0.031248571296555637,0.040434036050292305,0.005891907758938736,0.130905295383108,0.09141744600238981,0.18642841289493292,0.00906548917700859,0.00876608322754807,-0.34022410288428134,1.0,0.8108812218730754,0.6836413875329619,-0.011178143323044513,0.010182036878587982,0.02235438615106624,-0.0017202905903349924,0.027641675629311392,-0.0007457255223525667,0.009065489177008593,0.008325064473232177,-0.0007457252027850179,0.005177015129499451,0.0076416445945572025,-0.3156470716996325,,,,,,,,,,-0.015881396004161878,-0.0018331646428071254,-0.21469980978179484,0.005177015129499451,-0.008153159220843963,0.005240924408010669,-0.1820062889263229,-0.197387323498915,0.0037290221972579494,-0.007335109381751398,-0.045116696813849874,-0.011129430713038341,0.0067725990131891085,0.00012779143583843835,0.005770674799061026,0.008707888113186872,0.009816148792851524,-0.12107567468781073,-0.06347554349466941,-0.08221408168415821,-0.06347554349466941,,-0.06347554349466941,-0.21032900612234517,-0.1694825940432954,-0.10371764954116233,,-0.0028824741258029404,-0.029968937632594148,,-0.2098981356262331,-0.3931046720289225,-0.19939007290553076,-0.0945729494874771,-0.09110160306162614,-0.13150547904435142,-0.06393456349881899
RSV2,0.013764586724493513,-0.5580013792370823,0.008548275589130152,-0.006156815585717198,0.037128213748872,0.050298255763798684,0.0029163326131329973,0.19870908623285644,0.12205542214742214,0.30216543811755375,0.011717115979400493,0.008244202254279959,-0.5760774998513603,0.8108812218730754,1.0,0.8962333403608349,0.007488459830134588,0.012286372267817345,0.030142050080792147,-0.0008490476480777574,0.028626342964947,-0.008410962397760124,0.011717115979400493,0.011994359077641459,-0.008410962088039006,0.006594921932065176,0.00825004512643581,-0.4487974634810978,,,,,,,,,,-0.017415610320880473,-0.0029242207088824123,-0.3355289193943428,0.006594921932065176,-0.01338696462236817,0.0056904264688294156,-0.28100729075985753,-0.3053752988823534,0.0010131141599790125,-0.006620102416940519,-0.07608466704442735,-0.01361075825941934,0.004802004851096526,0.0033962759215438814,0.008420858831057306,0.01266802232690467,0.013069469178193653,-0.1675939661587663,-0.10550989336479576,-0.1384984380452619,-0.10550989336479576,,-0.10550989336479576,-0.29120415338077116,-0.2434271860785333,-0.1542637080722721,,-0.0005351483556807344,-0.048220335866281924,,-0.3271126786425615,-0.5584032967664442,-0.2822228080015154,-0.13905282130615473,-0.1474190438424899,-0.19525847969195118,-0.10640923767327982
RSV3,0.02156142640552791,-0.6143308302096004,0.010276867082903086,-0.005910331188170697,0.04035182321003429,0.05807139212806312,-0.0030572340797747006,0.26294886964024,0.15517073501979411,0.40821161429438535,0.011017859589388264,0.0037957908177672197,-0.6207476617689003,0.6836413875329619,0.8962333403608349,1.0,0.008173059069051102,0.014209440943267706,0.036276253747556546,0.0005179807834020548,0.02871528804247262,-0.013672733717555287,0.01101785958938826,0.010919522576336462,-0.013672733382739482,0.007186435336062176,0.003817242831086977,-0.48937985764617764,,,,,,,,,,-0.017631753417942334,-0.00622567284355709,-0.37155409159398234,0.007186435336062176,-0.018931253696718355,0.0034155371973637657,-0.30828558942632484,-0.3339246904162863,-0.0003965598745860628,-0.011438627101636609,-0.0802623802063977,-0.014409688829141093,0.006901801565108503,0.003287926362958392,0.00635683851896594,0.011987945713372892,0.011838925057474716,-0.18617617196804742,-0.11192642067163798,-0.14629024562934184,-0.11192642067163798,,-0.11192642067163798,-0.3153508207822892,-0.27071531831488743,-0.17459470766137952,,-0.0005069771507331334,-0.05344293099143437,,-0.36095299763516564,-0.6143592914614499,-0.31329728900254045,-0.15402068659899765,-0.1571584735901946,-0.21414690229119532,-0.11271510774089127
VOLUME1,-0.0030047853047423492,0.002604949721727738,0.0010019191995827511,-0.000159651004886849,-0.00042027862389566593,0.007220000386193437,-0.003174049174267335,-0.0017086194479307595,-0.0008266180565181724,-0.0038525844976661856,3.752356155230232e-05,-0.0019810256448363223,-0.0026000906000275535,-0.011178143323044513,0.007488459830134588,0.008173059069051102,1.0,0.003955869992549433,0.0027593064930830384,0.0011650353438253016,0.004736759598357679,-0.0015083529102062148,3.7523561552302264e-05,-0.0033846370917333876,-0.0015083529068329854,-0.0005216849202823925,-0.001314267029078464,0.0006876655361439537,,,,,,,,,,0.0023492502802799258,0.0021536816076536103,-0.0005388075308763032,-0.0005216849202823925,0.0008581580495403482,0.0007224991507139563,-0.0024973162930366426,-0.00277786465720205,0.0009225316875854126,0.0031392316803261155,-0.002586340413942123,-0.0039367216176125625,0.002451765762216222,0.0030107037024690217,-0.0020044687446085607,0.0009732213425037396,0.00031304479576666817,-0.0013039073338165618,-0.003806709692913624,-0.003478373589392769,-0.003806709692913624,,-0.003806709692913624,-0.0008981563000446723,0.004912585690875539,-0.0008673074192004416,,0.004792395046191738,-0.00035105566469088986,,-3.972040929243918e-05,0.0028129208640389424,-0.0029493724658840323,-0.0015066609517952801,-0.003683370420257415,-0.002124171881274307,-0.003758971648877038
btc_std_7d,-0.5167080885329356,0.09754039930637091,0.5292671530929969,-0.0028677422050417964,0.19748085982764021,0.08303111583195638,-0.019346733252570476,-0.007159552940397942,-0.0072321732351905066,-0.004635851187120713,0.3835609105422417,-0.00022364372886556227,0.012683230965999581,0.010182036878587982,0.012286372267817345,0.014209440943267706,0.003955869992549433,1.0,0.03613998934415639,0.18772243973339806,0.005890098589799103,-0.0005498704995122954,0.3835609105422416,0.06553092832697073,-0.0005498711277042984,0.2671512063318543,0.006217488507083797,0.022619850488637582,,,,,,,,,,-0.293341978727504,0.5589619172031732,0.18862621391318798,0.2671512063318543,0.48165848253592136,0.48004052610080045,-0.13103581967686795,-0.1298829523028817,0.5352548058028699,0.5106252161594931,0.07013443467232196,-0.23091136978092358,-0.05885460997113663,0.12494656814030791,0.2822325762440851,0.3785382626437477,0.33055744201394993,0.05069392205417914,0.15683023909362467,0.14668795462953527,0.15683023909362467,,0.15683023909362467,-0.01829273963940182,0.0716356520562647,0.1265986799594551,,0.20276664761833563,0.25890867094238607,,0.0962974589261851,0.08212471053896309,0.035509372966097644,0.03320959538283788,0.15025181637663454,0.05308149586269447,0.12913261586645602
btc_zscore_14d,0.004249642844956046,0.23599057302130516,0.15068493239560102,0.035059545589140054,0.08370940713850487,-0.04216246124837162,0.016097463267661406,0.08357733266285221,0.10821370005174868,0.06296349431084446,0.07843795666883946,0.002930403967390284,-0.043226774230003255,0.02235438615106624,0.030142050080792147,0.036276253747556546,0.0027593064930830384,0.03613998934415639,1.0,0.06885937761815598,0.0615531071805813,0.000779047012878971,0.07843795666883946,0.082760540729569,0.0007790470772433446,0.03277551801299809,0.018904750572384207,0.22336431389389072,,,,,,,,,,0.0408433371789486,0.07731846629630199,0.13111461153820117,0.03277551801299809,0.043057847142810066,0.08345995846901122,0.048785399648653714,0.06655816102155493,0.11845396053870723,0.025005618093881955,0.17526846297686607,-0.05460499184763299,-0.006464764115310041,0.022507780387927397,0.06395635957742336,0.07285997908715766,0.07599428453041643,0.13189167274266547,0.2377436650159963,0.23605968478774403,0.2377436650159963,,0.2377436650159963,0.10712403623540988,0.10805778697926795,0.09944763182854377,,0.019826276900364845,0.05135003886681599,,0.10702837344381787,0.230298865027743,0.11814972758940241,0.18055186971304385,0.27943294357156734,0.20679480180282772,0.23543702949463238
fg_std_7d,-0.24218481170736178,0.03813142741844773,0.22772466992708693,-0.003351399499973811,0.11128235222803333,-0.03460256318844262,-0.011418739863322785,-0.012459448659419704,-0.026884697167538035,-0.008220157929823267,0.17596870822283067,-0.011135569944681093,0.007540412052005309,-0.0017202905903349924,-0.0008490476480777574,0.0005179807834020548,0.0011650353438253016,0.18772243973339806,0.06885937761815598,1.0,-0.10690483364296584,-0.004773269595208155,0.17596870822283073,0.05365622010260871,-0.004773269804796604,0.08025008175358286,-0.01281649545513758,-0.011465388601625806,,,,,,,,,,-0.15658523026210994,0.2512391458846983,0.12846057368633057,0.08025008175358286,0.15039128435276175,0.21764591836134065,-0.08556148452192146,-0.08151469052194778,0.24328131450457904,0.2267309817908869,0.036521274764271916,-0.1731823104038515,0.012413591157571513,0.08900523317750797,0.12559466621628504,0.18559298472602836,0.18070063151486618,0.053770030754653045,0.07055594065837606,0.06551594304839128,0.07055594065837606,,0.07055594065837606,-0.0264790754892251,0.03644544727681409,0.05597397526006961,,0.11840432591958266,0.07921381427817382,,0.0952672229072767,0.033128748164414,0.03502695323946649,0.022996179389329473,0.057052373964396864,0.03539204416391877,0.06486087571360222
fg_zscore_14d,0.1611431996749175,0.039043940039154526,-0.12582979648997025,0.013891448545121357,0.036389482316904476,0.2779413210710148,0.0003978324422648536,0.1013945505450633,0.2689578799457632,0.05531907333045484,-0.1031682821083844,0.006405455934960709,-0.030268998000827038,0.027641675629311392,0.028626342964947,0.02871528804247262,0.004736759598357679,0.005890098589799103,0.0615531071805813,-0.10690483364296584,1.0,0.002813938786837988,-0.10316828210838443,-0.034546450255069104,0.002813938774496026,-0.06837254519951763,0.005235480278873633,0.06809437201998626,,,,,,,,,,-0.007888360646854798,-0.15359310395331682,0.006557537929681329,-0.06837254519951763,-0.1389038807030257,-0.12840553343328442,0.052197894696073284,0.07141275117601961,-0.1268482609473889,-0.16109280955454666,0.04926499431716166,0.017505066046172933,0.06681410787831912,-0.029183079681350976,-0.09693277385561688,-0.09670513319173624,-0.0840435565838798,0.03919899099816366,0.0521289750866759,0.05636765164559083,0.0521289750866759,,0.0521289750866759,0.015116006638315313,0.008219846488350412,-0.012036710064692886,,-0.06123996999235752,-0.05304486833852283,,0.03486516759111157,0.04206768015091977,0.04607508750950783,0.070088809153409,0.059103664617667195,0.07835645171355765,0.06238220816403268
